date,season,is_weekend,weather
2024-02-06,winter,False,Foggy
2024-02-07,winter,False,Cold-Clear
2024-02-08,winter,False,Cloudy
2024-02-09,winter,False,Cold-Clear
2024-02-10,winter,True,Cloudy
2024-02-11,winter,True,Clear
2024-02-12,winter,False,Cold-Clear
2024-02-13,winter,False,Cloudy
2024-02-14,winter,False,Foggy
2024-02-15,winter,False,Foggy
2024-02-16,winter,False,Cold-Clear
2024-02-17,winter,True,Cold-Clear
2024-02-18,winter,True,Clear
2024-02-19,winter,False,Foggy
2024-02-20,winter,False,Cloudy
2024-02-21,winter,False,Cold-Clear
2024-02-22,winter,False,Foggy
2024-02-23,winter,False,Clear
2024-02-24,winter,True,Cloudy
2024-02-25,winter,True,Foggy
2024-02-26,winter,False,Clear
2024-02-27,winter,False,Foggy
2024-02-28,winter,False,Foggy
2024-02-29,winter,False,Cold-Clear
2024-03-01,spring,False,Windy
2024-03-02,spring,True,Clear
2024-03-03,spring,True,Windy
2024-03-04,spring,False,Cloudy
2024-03-05,spring,False,Clear
2024-03-06,spring,False,Cloudy
2024-03-07,spring,False,Clear
2024-03-08,spring,False,Cloudy
2024-03-09,spring,True,Cloudy
2024-03-10,spring,True,Cloudy
2024-03-11,spring,False,Windy
2024-03-12,spring,False,Clear
2024-03-13,spring,False,Cloudy
2024-03-14,spring,False,Clear
2024-03-15,spring,False,Cloudy
2024-03-16,spring,True,Windy
2024-03-17,spring,True,Windy
2024-03-18,spring,False,Clear
2024-03-19,spring,False,Clear
2024-03-20,spring,False,Windy
2024-03-21,spring,False,Windy
2024-03-22,spring,False,Clear
2024-03-23,spring,True,Windy
2024-03-24,spring,True,Clear
2024-03-25,spring,False,Clear
2024-03-26,spring,False,Cloudy
2024-03-27,spring,False,Clear
2024-03-28,spring,False,Clear
2024-03-29,spring,False,Clear
2024-03-30,spring,True,Clear
2024-03-31,spring,True,Clear
2024-04-01,spring,False,Clear
2024-04-02,spring,False,Cloudy
2024-04-03,spring,False,Cloudy
2024-04-04,spring,False,Cloudy
2024-04-05,spring,False,Cloudy
2024-04-06,spring,True,Clear
2024-04-07,spring,True,Clear
2024-04-08,spring,False,Clear
2024-04-09,spring,False,Clear
2024-04-10,spring,False,Cloudy
2024-04-11,spring,False,Clear
2024-04-12,spring,False,Clear
2024-04-13,spring,True,Cloudy
2024-04-14,spring,True,Clear
2024-04-15,spring,False,Clear
2024-04-16,spring,False,Cloudy
2024-04-17,spring,False,Cloudy
2024-04-18,spring,False,Clear
2024-04-19,spring,False,Cloudy
2024-04-20,spring,True,Clear
2024-04-21,spring,True,Clear
2024-04-22,spring,False,Cloudy
2024-04-23,spring,False,Clear
2024-04-24,spring,False,Clear
2024-04-25,spring,False,Cloudy
2024-04-26,spring,False,Cloudy
2024-04-27,spring,True,Clear
2024-04-28,spring,True,Cloudy
2024-04-29,spring,False,Clear
2024-04-30,spring,False,Windy
2024-05-01,summer,False,Clear
2024-05-02,summer,False,Clear
2024-05-03,summer,False,Clear
2024-05-04,summer,True,Cloudy
2024-05-05,summer,True,Clear
2024-05-06,summer,False,Hot-Hazy
2024-05-07,summer,False,Cloudy
2024-05-08,summer,False,Cloudy
2024-05-09,summer,False,Clear
2024-05-10,summer,False,Hot-Hazy
2024-05-11,summer,True,Hot-Hazy
2024-05-12,summer,True,Hot-Hazy
2024-05-13,summer,False,Clear
2024-05-14,summer,False,Clear
2024-05-15,summer,False,Clear
2024-05-16,summer,False,Clear
2024-05-17,summer,False,Hot-Hazy
2024-05-18,summer,True,Clear
2024-05-19,summer,True,Clear
2024-05-20,summer,False,Clear
2024-05-21,summer,False,Clear
2024-05-22,summer,False,Clear
2024-05-23,summer,False,Cloudy
2024-05-24,summer,False,Hot-Hazy
2024-05-25,summer,True,Clear
2024-05-26,summer,True,Hot-Hazy
2024-05-27,summer,False,Clear
2024-05-28,summer,False,Clear
2024-05-29,summer,False,Cloudy
2024-05-30,summer,False,Cloudy
2024-05-31,summer,False,Hot-Hazy
2024-06-01,summer,True,Clear
2024-06-02,summer,True,Clear
2024-06-03,summer,False,Clear
2024-06-04,summer,False,Clear
2024-06-05,summer,False,Clear
2024-06-06,summer,False,Clear
2024-06-07,summer,False,Hot-Hazy
2024-06-08,summer,True,Clear
2024-06-09,summer,True,Clear
2024-06-10,summer,False,Cloudy
2024-06-11,summer,False,Clear
2024-06-12,summer,False,Clear
2024-06-13,summer,False,Clear
2024-06-14,summer,False,Hot-Hazy
2024-06-15,summer,True,Hot-Hazy
2024-06-16,summer,True,Hot-Hazy
2024-06-17,summer,False,Hot-Hazy
2024-06-18,summer,False,Clear
2024-06-19,summer,False,Clear
2024-06-20,summer,False,Hot-Hazy
2024-06-21,summer,False,Cloudy
2024-06-22,summer,True,Cloudy
2024-06-23,summer,True,Hot-Hazy
2024-06-24,summer,False,Hot-Hazy
2024-06-25,summer,False,Clear
2024-06-26,summer,False,Cloudy
2024-06-27,summer,False,Clear
2024-06-28,summer,False,Clear
2024-06-29,summer,True,Hot-Hazy
2024-06-30,summer,True,Cloudy
2024-07-01,monsoon,False,Cloudy
2024-07-02,monsoon,False,Rainy
2024-07-03,monsoon,False,Rainy
2024-07-04,monsoon,False,Rainy
2024-07-05,monsoon,False,Clear
2024-07-06,monsoon,True,Clear
2024-07-07,monsoon,True,Rainy
2024-07-08,monsoon,False,Clear
2024-07-09,monsoon,False,Rainy
2024-07-10,monsoon,False,Rainy
2024-07-11,monsoon,False,Cloudy
2024-07-12,monsoon,False,Rainy
2024-07-13,monsoon,True,Rainy
2024-07-14,monsoon,True,Rainy
2024-07-15,monsoon,False,Cloudy
2024-07-16,monsoon,False,Cloudy
2024-07-17,monsoon,False,Clear
2024-07-18,monsoon,False,Clear
2024-07-19,monsoon,False,Rainy
2024-07-20,monsoon,True,Rainy
2024-07-21,monsoon,True,Clear
2024-07-22,monsoon,False,Cloudy
2024-07-23,monsoon,False,Rainy
2024-07-24,monsoon,False,Rainy
2024-07-25,monsoon,False,Clear
2024-07-26,monsoon,False,Cloudy
2024-07-27,monsoon,True,Rainy
2024-07-28,monsoon,True,Cloudy
2024-07-29,monsoon,False,Cloudy
2024-07-30,monsoon,False,Rainy
2024-07-31,monsoon,False,Clear
2024-08-01,monsoon,False,Clear
2024-08-02,monsoon,False,Rainy
2024-08-03,monsoon,True,Rainy
2024-08-04,monsoon,True,Rainy
2024-08-05,monsoon,False,Cloudy
2024-08-06,monsoon,False,Cloudy
2024-08-07,monsoon,False,Cloudy
2024-08-08,monsoon,False,Cloudy
2024-08-09,monsoon,False,Rainy
2024-08-10,monsoon,True,Cloudy
2024-08-11,monsoon,True,Rainy
2024-08-12,monsoon,False,Cloudy
2024-08-13,monsoon,False,Rainy
2024-08-14,monsoon,False,Rainy
2024-08-15,monsoon,False,Clear
2024-08-16,monsoon,False,Cloudy
2024-08-17,monsoon,True,Rainy
2024-08-18,monsoon,True,Rainy
2024-08-19,monsoon,False,Cloudy
2024-08-20,monsoon,False,Rainy
2024-08-21,monsoon,False,Rainy
2024-08-22,monsoon,False,Rainy
2024-08-23,monsoon,False,Cloudy
2024-08-24,monsoon,True,Rainy
2024-08-25,monsoon,True,Cloudy
2024-08-26,monsoon,False,Rainy
2024-08-27,monsoon,False,Cloudy
2024-08-28,monsoon,False,Rainy
2024-08-29,monsoon,False,Clear
2024-08-30,monsoon,False,Clear
2024-08-31,monsoon,True,Rainy
2024-09-01,monsoon,True,Rainy
2024-09-02,monsoon,False,Clear
2024-09-03,monsoon,False,Rainy
2024-09-04,monsoon,False,Cloudy
2024-09-05,monsoon,False,Rainy
2024-09-06,monsoon,False,Cloudy
2024-09-07,monsoon,True,Rainy
2024-09-08,monsoon,True,Cloudy
2024-09-09,monsoon,False,Clear
2024-09-10,monsoon,False,Rainy
2024-09-11,monsoon,False,Cloudy
2024-09-12,monsoon,False,Cloudy
2024-09-13,monsoon,False,Rainy
2024-09-14,monsoon,True,Rainy
2024-09-15,monsoon,True,Rainy
2024-09-16,monsoon,False,Rainy
2024-09-17,monsoon,False,Cloudy
2024-09-18,monsoon,False,Rainy
2024-09-19,monsoon,False,Cloudy
2024-09-20,monsoon,False,Clear
2024-09-21,monsoon,True,Clear
2024-09-22,monsoon,True,Clear
2024-09-23,monsoon,False,Cloudy
2024-09-24,monsoon,False,Rainy
2024-09-25,monsoon,False,Clear
2024-09-26,monsoon,False,Rainy
2024-09-27,monsoon,False,Clear
2024-09-28,monsoon,True,Clear
2024-09-29,monsoon,True,Cloudy
2024-09-30,monsoon,False,Cloudy
2024-10-01,autumn,False,Clear
2024-10-02,autumn,False,Cloudy
2024-10-03,autumn,False,Clear
2024-10-04,autumn,False,Clear
2024-10-05,autumn,True,Clear
2024-10-06,autumn,True,Cloudy
2024-10-07,autumn,False,Hazy
2024-10-08,autumn,False,Clear
2024-10-09,autumn,False,Clear
2024-10-10,autumn,False,Clear
2024-10-11,autumn,False,Clear
2024-10-12,autumn,True,Clear
2024-10-13,autumn,True,Cloudy
2024-10-14,autumn,False,Clear
2024-10-15,autumn,False,Clear
2024-10-16,autumn,False,Clear
2024-10-17,autumn,False,Cloudy
2024-10-18,autumn,False,Clear
2024-10-19,autumn,True,Clear
2024-10-20,autumn,True,Clear
2024-10-21,autumn,False,Hazy
2024-10-22,autumn,False,Clear
2024-10-23,autumn,False,Cloudy
2024-10-24,autumn,False,Clear
2024-10-25,autumn,False,Hazy
2024-10-26,autumn,True,Clear
2024-10-27,autumn,True,Cloudy
2024-10-28,autumn,False,Hazy
2024-10-29,autumn,False,Cloudy
2024-10-30,autumn,False,Clear
2024-10-31,autumn,False,Clear
2024-11-01,autumn,False,Hazy
2024-11-02,autumn,True,Clear
2024-11-03,autumn,True,Clear
2024-11-04,autumn,False,Hazy
2024-11-05,autumn,False,Clear
2024-11-06,autumn,False,Clear
2024-11-07,autumn,False,Clear
2024-11-08,autumn,False,Clear
2024-11-09,autumn,True,Clear
2024-11-10,autumn,True,Cloudy
2024-11-11,autumn,False,Clear
2024-11-12,autumn,False,Clear
2024-11-13,autumn,False,Cloudy
2024-11-14,autumn,False,Cloudy
2024-11-15,autumn,False,Cloudy
2024-11-16,autumn,True,Clear
2024-11-17,autumn,True,Cloudy
2024-11-18,autumn,False,Cloudy
2024-11-19,autumn,False,Clear
2024-11-20,autumn,False,Hazy
2024-11-21,autumn,False,Clear
2024-11-22,autumn,False,Cloudy
2024-11-23,autumn,True,Clear
2024-11-24,autumn,True,Cloudy
2024-11-25,autumn,False,Cloudy
2024-11-26,autumn,False,Cloudy
2024-11-27,autumn,False,Clear
2024-11-28,autumn,False,Hazy
2024-11-29,autumn,False,Cloudy
2024-11-30,autumn,True,Clear
2024-12-01,winter,True,Cold-Clear
2024-12-02,winter,False,Cloudy
2024-12-03,winter,False,Foggy
2024-12-04,winter,False,Cold-Clear
2024-12-05,winter,False,Cloudy
2024-12-06,winter,False,Cold-Clear
2024-12-07,winter,True,Cloudy
2024-12-08,winter,True,Cold-Clear
2024-12-09,winter,False,Cold-Clear
2024-12-10,winter,False,Foggy
2024-12-11,winter,False,Clear
2024-12-12,winter,False,Cold-Clear
2024-12-13,winter,False,Cloudy
2024-12-14,winter,True,Cold-Clear
2024-12-15,winter,True,Clear
2024-12-16,winter,False,Clear
2024-12-17,winter,False,Foggy
2024-12-18,winter,False,Clear
2024-12-19,winter,False,Cold-Clear
2024-12-20,winter,False,Foggy
2024-12-21,winter,True,Cold-Clear
2024-12-22,winter,True,Foggy
2024-12-23,winter,False,Cold-Clear
2024-12-24,winter,False,Foggy
2024-12-25,winter,False,Cold-Clear
2024-12-26,winter,False,Cold-Clear
2024-12-27,winter,False,Cold-Clear
2024-12-28,winter,True,Cloudy
2024-12-29,winter,True,Clear
2024-12-30,winter,False,Cold-Clear
2024-12-31,winter,False,Cold-Clear
2025-01-01,winter,False,Foggy
2025-01-02,winter,False,Cold-Clear
2025-01-03,winter,False,Clear
2025-01-04,winter,True,Foggy
2025-01-05,winter,True,Cloudy
2025-01-06,winter,False,Cloudy
2025-01-07,winter,False,Foggy
2025-01-08,winter,False,Cloudy
2025-01-09,winter,False,Foggy
2025-01-10,winter,False,Cloudy
2025-01-11,winter,True,Foggy
2025-01-12,winter,True,Foggy
2025-01-13,winter,False,Cloudy
2025-01-14,winter,False,Cold-Clear
2025-01-15,winter,False,Foggy
2025-01-16,winter,False,Cold-Clear
2025-01-17,winter,False,Foggy
2025-01-18,winter,True,Cold-Clear
2025-01-19,winter,True,Cloudy
2025-01-20,winter,False,Cloudy
2025-01-21,winter,False,Foggy
2025-01-22,winter,False,Cold-Clear
2025-01-23,winter,False,Clear
2025-01-24,winter,False,Cold-Clear
2025-01-25,winter,True,Cloudy
2025-01-26,winter,True,Foggy
2025-01-27,winter,False,Cloudy
2025-01-28,winter,False,Cold-Clear
2025-01-29,winter,False,Cloudy
2025-01-30,winter,False,Cloudy
2025-01-31,winter,False,Cloudy
2025-02-01,winter,True,Foggy
2025-02-02,winter,True,Cloudy
2025-02-03,winter,False,Foggy
2025-02-04,winter,False,Foggy
2025-02-05,winter,False,Cold-Clear
2025-02-06,winter,False,Cold-Clear
2025-02-07,winter,False,Cold-Clear
2025-02-08,winter,True,Clear
2025-02-09,winter,True,Foggy
2025-02-10,winter,False,Foggy
2025-02-11,winter,False,Cold-Clear
2025-02-12,winter,False,Cloudy
2025-02-13,winter,False,Cold-Clear
2025-02-14,winter,False,Cold-Clear
2025-02-15,winter,True,Cloudy
2025-02-16,winter,True,Cloudy
2025-02-17,winter,False,Foggy
2025-02-18,winter,False,Foggy
2025-02-19,winter,False,Cold-Clear
2025-02-20,winter,False,Cloudy
2025-02-21,winter,False,Cold-Clear
2025-02-22,winter,True,Foggy
2025-02-23,winter,True,Cold-Clear
2025-02-24,winter,False,Cold-Clear
2025-02-25,winter,False,Cold-Clear
2025-02-26,winter,False,Cold-Clear
2025-02-27,winter,False,Clear
2025-02-28,winter,False,Cold-Clear
2025-03-01,spring,True,Clear
2025-03-02,spring,True,Cloudy
2025-03-03,spring,False,Windy
2025-03-04,spring,False,Cloudy
2025-03-05,spring,False,Clear
2025-03-06,spring,False,Cloudy
2025-03-07,spring,False,Clear
2025-03-08,spring,True,Windy
2025-03-09,spring,True,Clear
2025-03-10,spring,False,Clear
2025-03-11,spring,False,Cloudy
2025-03-12,spring,False,Clear
2025-03-13,spring,False,Cloudy
2025-03-14,spring,False,Cloudy
2025-03-15,spring,True,Clear
2025-03-16,spring,True,Clear
2025-03-17,spring,False,Cloudy
2025-03-18,spring,False,Clear
2025-03-19,spring,False,Windy
2025-03-20,spring,False,Windy
2025-03-21,spring,False,Clear
2025-03-22,spring,True,Clear
2025-03-23,spring,True,Windy
2025-03-24,spring,False,Clear
2025-03-25,spring,False,Clear
2025-03-26,spring,False,Clear
2025-03-27,spring,False,Clear
2025-03-28,spring,False,Clear
2025-03-29,spring,True,Cloudy
2025-03-30,spring,True,Windy
2025-03-31,spring,False,Cloudy
2025-04-01,spring,False,Clear
2025-04-02,spring,False,Clear
2025-04-03,spring,False,Clear
2025-04-04,spring,False,Windy
2025-04-05,spring,True,Clear
2025-04-06,spring,True,Clear
2025-04-07,spring,False,Windy
2025-04-08,spring,False,Clear
2025-04-09,spring,False,Clear
2025-04-10,spring,False,Cloudy
2025-04-11,spring,False,Clear
2025-04-12,spring,True,Windy
2025-04-13,spring,True,Clear
2025-04-14,spring,False,Clear
2025-04-15,spring,False,Clear
2025-04-16,spring,False,Cloudy
2025-04-17,spring,False,Clear
2025-04-18,spring,False,Windy
2025-04-19,spring,True,Windy
2025-04-20,spring,True,Windy
2025-04-21,spring,False,Clear
2025-04-22,spring,False,Clear
2025-04-23,spring,False,Clear
2025-04-24,spring,False,Windy
2025-04-25,spring,False,Cloudy
2025-04-26,spring,True,Clear
2025-04-27,spring,True,Cloudy
2025-04-28,spring,False,Windy
2025-04-29,spring,False,Windy
2025-04-30,spring,False,Cloudy
2025-05-01,summer,False,Cloudy
2025-05-02,summer,False,Cloudy
2025-05-03,summer,True,Clear
2025-05-04,summer,True,Clear
2025-05-05,summer,False,Hot-Hazy
2025-05-06,summer,False,Clear
2025-05-07,summer,False,Clear
2025-05-08,summer,False,Cloudy
2025-05-09,summer,False,Hot-Hazy
2025-05-10,summer,True,Hot-Hazy
2025-05-11,summer,True,Cloudy
2025-05-12,summer,False,Clear
2025-05-13,summer,False,Cloudy
2025-05-14,summer,False,Cloudy
2025-05-15,summer,False,Clear
2025-05-16,summer,False,Clear
2025-05-17,summer,True,Clear
2025-05-18,summer,True,Cloudy
2025-05-19,summer,False,Clear
2025-05-20,summer,False,Clear
2025-05-21,summer,False,Cloudy
2025-05-22,summer,False,Hot-Hazy
2025-05-23,summer,False,Hot-Hazy
2025-05-24,summer,True,Hot-Hazy
2025-05-25,summer,True,Clear
2025-05-26,summer,False,Clear
2025-05-27,summer,False,Hot-Hazy
2025-05-28,summer,False,Clear
2025-05-29,summer,False,Hot-Hazy
2025-05-30,summer,False,Hot-Hazy
2025-05-31,summer,True,Hot-Hazy
2025-06-01,summer,True,Hot-Hazy
2025-06-02,summer,False,Clear
2025-06-03,summer,False,Clear
2025-06-04,summer,False,Cloudy
2025-06-05,summer,False,Clear
2025-06-06,summer,False,Hot-Hazy
2025-06-07,summer,True,Clear
2025-06-08,summer,True,Cloudy
2025-06-09,summer,False,Clear
2025-06-10,summer,False,Hot-Hazy
2025-06-11,summer,False,Hot-Hazy
2025-06-12,summer,False,Hot-Hazy
2025-06-13,summer,False,Cloudy
2025-06-14,summer,True,Hot-Hazy
2025-06-15,summer,True,Clear
2025-06-16,summer,False,Clear
2025-06-17,summer,False,Hot-Hazy
2025-06-18,summer,False,Cloudy
2025-06-19,summer,False,Clear
2025-06-20,summer,False,Hot-Hazy
2025-06-21,summer,True,Clear
2025-06-22,summer,True,Hot-Hazy
2025-06-23,summer,False,Hot-Hazy
2025-06-24,summer,False,Hot-Hazy
2025-06-25,summer,False,Cloudy
2025-06-26,summer,False,Hot-Hazy
2025-06-27,summer,False,Clear
2025-06-28,summer,True,Hot-Hazy
2025-06-29,summer,True,Hot-Hazy
2025-06-30,summer,False,Hot-Hazy
2025-07-01,monsoon,False,Rainy
2025-07-02,monsoon,False,Rainy
2025-07-03,monsoon,False,Rainy
2025-07-04,monsoon,False,Rainy
2025-07-05,monsoon,True,Rainy
2025-07-06,monsoon,True,Rainy
2025-07-07,monsoon,False,Rainy
2025-07-08,monsoon,False,Cloudy
2025-07-09,monsoon,False,Cloudy
2025-07-10,monsoon,False,Rainy
2025-07-11,monsoon,False,Cloudy
2025-07-12,monsoon,True,Clear
2025-07-13,monsoon,True,Rainy
2025-07-14,monsoon,False,Cloudy
2025-07-15,monsoon,False,Rainy
2025-07-16,monsoon,False,Cloudy
2025-07-17,monsoon,False,Clear
2025-07-18,monsoon,False,Rainy
2025-07-19,monsoon,True,Clear
2025-07-20,monsoon,True,Cloudy
2025-07-21,monsoon,False,Cloudy
2025-07-22,monsoon,False,Cloudy
2025-07-23,monsoon,False,Clear
2025-07-24,monsoon,False,Rainy
2025-07-25,monsoon,False,Cloudy
2025-07-26,monsoon,True,Rainy
2025-07-27,monsoon,True,Cloudy
2025-07-28,monsoon,False,Cloudy
2025-07-29,monsoon,False,Rainy
2025-07-30,monsoon,False,Rainy
2025-07-31,monsoon,False,Cloudy
2025-08-01,monsoon,False,Cloudy
2025-08-02,monsoon,True,Cloudy
2025-08-03,monsoon,True,Rainy
2025-08-04,monsoon,False,Cloudy
2025-08-05,monsoon,False,Rainy
2025-08-06,monsoon,False,Cloudy
2025-08-07,monsoon,False,Cloudy
2025-08-08,monsoon,False,Cloudy
2025-08-09,monsoon,True,Rainy
2025-08-10,monsoon,True,Rainy
2025-08-11,monsoon,False,Cloudy
2025-08-12,monsoon,False,Rainy
2025-08-13,monsoon,False,Cloudy
2025-08-14,monsoon,False,Rainy
2025-08-15,monsoon,False,Rainy
2025-08-16,monsoon,True,Cloudy
2025-08-17,monsoon,True,Cloudy
2025-08-18,monsoon,False,Clear
2025-08-19,monsoon,False,Clear
2025-08-20,monsoon,False,Rainy
2025-08-21,monsoon,False,Cloudy
2025-08-22,monsoon,False,Rainy
2025-08-23,monsoon,True,Cloudy
2025-08-24,monsoon,True,Rainy
2025-08-25,monsoon,False,Rainy
2025-08-26,monsoon,False,Rainy
2025-08-27,monsoon,False,Cloudy
2025-08-28,monsoon,False,Cloudy
2025-08-29,monsoon,False,Cloudy
2025-08-30,monsoon,True,Cloudy
2025-08-31,monsoon,True,Rainy
2025-09-01,monsoon,False,Cloudy
2025-09-02,monsoon,False,Rainy
2025-09-03,monsoon,False,Cloudy
2025-09-04,monsoon,False,Rainy
2025-09-05,monsoon,False,Cloudy
2025-09-06,monsoon,True,Rainy
2025-09-07,monsoon,True,Rainy
2025-09-08,monsoon,False,Rainy
2025-09-09,monsoon,False,Rainy
2025-09-10,monsoon,False,Rainy
2025-09-11,monsoon,False,Cloudy
2025-09-12,monsoon,False,Clear
2025-09-13,monsoon,True,Rainy
2025-09-14,monsoon,True,Rainy
2025-09-15,monsoon,False,Cloudy
2025-09-16,monsoon,False,Rainy
2025-09-17,monsoon,False,Clear
2025-09-18,monsoon,False,Rainy
2025-09-19,monsoon,False,Rainy
2025-09-20,monsoon,True,Rainy
2025-09-21,monsoon,True,Rainy
2025-09-22,monsoon,False,Rainy
2025-09-23,monsoon,False,Rainy
2025-09-24,monsoon,False,Cloudy
2025-09-25,monsoon,False,Clear
2025-09-26,monsoon,False,Rainy
2025-09-27,monsoon,True,Cloudy
2025-09-28,monsoon,True,Rainy
2025-09-29,monsoon,False,Cloudy
2025-09-30,monsoon,False,Rainy
2025-10-01,autumn,False,Clear
2025-10-02,autumn,False,Cloudy
2025-10-03,autumn,False,Cloudy
2025-10-04,autumn,True,Clear
2025-10-05,autumn,True,Clear
2025-10-06,autumn,False,Cloudy
2025-10-07,autumn,False,Hazy
2025-10-08,autumn,False,Cloudy
2025-10-09,autumn,False,Hazy
2025-10-10,autumn,False,Hazy
2025-10-11,autumn,True,Cloudy
2025-10-12,autumn,True,Cloudy
2025-10-13,autumn,False,Clear
2025-10-14,autumn,False,Clear
2025-10-15,autumn,False,Cloudy
2025-10-16,autumn,False,Hazy
2025-10-17,autumn,False,Clear
2025-10-18,autumn,True,Clear
2025-10-19,autumn,True,Clear
2025-10-20,autumn,False,Cloudy
2025-10-21,autumn,False,Clear
2025-10-22,autumn,False,Cloudy
2025-10-23,autumn,False,Clear
2025-10-24,autumn,False,Cloudy
2025-10-25,autumn,True,Cloudy
2025-10-26,autumn,True,Clear
2025-10-27,autumn,False,Clear
2025-10-28,autumn,False,Clear
2025-10-29,autumn,False,Cloudy
2025-10-30,autumn,False,Clear
2025-10-31,autumn,False,Clear
2025-11-01,autumn,True,Clear
2025-11-02,autumn,True,Clear
2025-11-03,autumn,False,Cloudy
2025-11-04,autumn,False,Cloudy
2025-11-05,autumn,False,Hazy
2025-11-06,autumn,False,Cloudy
2025-11-07,autumn,False,Cloudy
2025-11-08,autumn,True,Clear
2025-11-09,autumn,True,Cloudy
2025-11-10,autumn,False,Cloudy
2025-11-11,autumn,False,Cloudy
2025-11-12,autumn,False,Cloudy
2025-11-13,autumn,False,Cloudy
2025-11-14,autumn,False,Clear
2025-11-15,autumn,True,Cloudy
2025-11-16,autumn,True,Cloudy
2025-11-17,autumn,False,Clear
2025-11-18,autumn,False,Clear
2025-11-19,autumn,False,Clear
2025-11-20,autumn,False,Clear
2025-11-21,autumn,False,Clear
2025-11-22,autumn,True,Clear
2025-11-23,autumn,True,Hazy
2025-11-24,autumn,False,Cloudy
2025-11-25,autumn,False,Cloudy
2025-11-26,autumn,False,Hazy
2025-11-27,autumn,False,Clear
2025-11-28,autumn,False,Cloudy
2025-11-29,autumn,True,Clear
2025-11-30,autumn,True,Clear
2025-12-01,winter,False,Clear
2025-12-02,winter,False,Foggy
2025-12-03,winter,False,Cloudy
2025-12-04,winter,False,Cloudy
2025-12-05,winter,False,Cold-Clear
2025-12-06,winter,True,Cloudy
2025-12-07,winter,True,Cold-Clear
2025-12-08,winter,False,Cold-Clear
2025-12-09,winter,False,Cold-Clear
2025-12-10,winter,False,Foggy
2025-12-11,winter,False,Cold-Clear
2025-12-12,winter,False,Cold-Clear
2025-12-13,winter,True,Clear
2025-12-14,winter,True,Cold-Clear
2025-12-15,winter,False,Foggy
2025-12-16,winter,False,Clear
2025-12-17,winter,False,Foggy
2025-12-18,winter,False,Clear
2025-12-19,winter,False,Cloudy
2025-12-20,winter,True,Cold-Clear
2025-12-21,winter,True,Cold-Clear
2025-12-22,winter,False,Foggy
2025-12-23,winter,False,Foggy
2025-12-24,winter,False,Foggy
2025-12-25,winter,False,Cold-Clear
2025-12-26,winter,False,Cold-Clear
2025-12-27,winter,True,Clear
2025-12-28,winter,True,Cold-Clear
2025-12-29,winter,False,Clear
2025-12-30,winter,False,Cloudy
2025-12-31,winter,False,Foggy
